x0,x1,x2,time,status
-0.6169611,0.24421754,-0.12454452,0.8474936,0.0
0.57071716,0.5599516,-0.4548148,7.670356,1.0
0.36692587,0.42540404,-0.25949848,17.822994,1.0
0.5774603,-0.36632776,0.1361973,12.102457,0.0
0.7382548,-0.12765315,0.6042953,3.5117111,1.0
-0.71246636,0.40852195,0.4091626,5.1834607,1.0
-0.5624158,0.84973526,-0.11571849,18.637274,0.0
-0.9052895,0.34976187,0.18924956,4.3796644,1.0
-0.3406631,0.005933666,-0.7762114,30.0,0.0
0.9841629,0.91760355,0.5839283,0.7396878,1.0
-0.42949808,0.2498334,-0.04381241,14.775173,0.0
-0.09670319,0.96400946,-0.7521146,10.87954,0.0
-0.7612382,0.4770461,0.17460726,5.241533,1.0
-0.05673493,-0.78574634,-0.54156286,7.6770916,0.0
0.7999304,-0.16649292,0.07170332,9.529722,0.0
0.224298,0.83639616,0.25147334,1.1888059,1.0
0.41199514,-0.7003326,0.49212682,9.799484,1.0
0.3388435,0.5342333,0.41623074,3.475769,1.0
-0.63482255,0.8035921,0.4130563,1.180482,1.0
0.45331693,0.80017567,0.5583276,0.6804101,1.0
0.19830956,-0.41774952,-0.6972095,15.631136,0.0
-0.32965067,0.31510356,-0.85331494,21.173061,0.0
0.7077971,-0.42587516,-0.6538656,18.542501,0.0
0.80129725,0.95448285,0.11378936,1.1958371,1.0
-0.71512926,0.10493788,-0.45391348,4.7617736,0.0
0.52320784,0.8288062,0.31724557,4.4222903,1.0
0.13673516,-0.5964886,0.39659274,12.297351,1.0
0.7811144,0.94652957,0.18682265,0.9112403,1.0
-0.267851,-0.3538106,0.7428465,12.982816,1.0
-0.56873184,0.4698904,-0.2687618,10.952252,1.0
0.6032052,0.5654712,0.40271077,1.924416,1.0
0.24555318,-0.012634709,0.6810754,1.9175714,1.0
-0.31116605,0.28176087,-0.74758935,30.0,0.0
-0.6570695,0.47417298,-0.7459412,16.212946,0.0
-0.26070026,0.20866801,-0.7937911,4.660953,0.0
0.60474837,0.8911065,0.95807767,0.16615435,1.0
-0.12103645,-0.43586043,-0.33000806,28.680632,1.0
-0.832946,0.5216983,0.018544894,6.240978,1.0
0.32209483,0.26062888,-0.25814635,20.776941,1.0
-0.1065197,-0.16978356,-0.039222986,30.0,0.0
0.8438067,0.74655217,-0.29650635,0.81227833,0.0
-0.55336154,-0.16087241,-0.85417956,7.9369273,1.0
-0.99562114,-0.9160695,-0.71642524,21.657757,1.0
0.19647437,-0.787079,-0.40568203,7.402931,1.0
0.71010935,-0.38732558,0.51756686,6.164454,1.0
0.12655023,-0.92367166,0.13103345,6.1567454,1.0
0.22473486,0.11130677,0.25898308,0.6014658,1.0
0.37236014,-0.5192349,0.57585555,8.470071,1.0
0.71295494,0.45559204,0.38469028,0.34693098,1.0
-0.055298124,0.7137459,0.32948667,5.031603,1.0
0.9029777,0.3659576,-0.8476749,8.408806,1.0
-0.17984411,-0.9161972,-0.65162635,24.817091,1.0
0.13080402,-0.65421766,0.13322096,11.346603,1.0
0.028008506,0.73774177,0.44069448,5.2729177,0.0
0.80718267,-0.44477,-0.48666912,15.362355,0.0
0.6443196,0.25593013,-0.7641539,5.703404,1.0
-0.42824465,0.9734944,-0.1363983,3.3449981,0.0
-0.21201637,0.42802653,-0.64819145,11.237377,1.0
-0.43272585,0.07341205,0.54647744,4.9346724,1.0
0.7606872,0.2747829,0.7052045,0.26106232,1.0
0.99929917,-0.78286,-0.34523138,2.5323966,1.0
0.9956599,-0.19777122,0.76667154,1.0515298,1.0
0.13827716,0.9064818,0.7707745,1.4650662,1.0
0.55857116,-0.9363839,0.92523706,4.94231,1.0
0.03927089,-0.584418,0.7501956,3.90803,0.0
-0.551697,-0.72268134,0.45047858,13.183127,0.0
0.94757783,0.070963755,-0.11040401,14.938393,1.0
-0.95577765,0.21197668,0.929593,1.1317061,0.0
0.24592432,-0.17407466,-0.2738776,30.0,0.0
-0.8250568,0.77393186,0.5649291,1.6427124,1.0
-0.36539117,0.63662755,0.015110137,5.3268785,1.0
-0.52236,0.66049147,0.48952836,0.23278792,1.0
