x0,x1,x2,time,status
-0.6169611,0.24421754,-0.12454452,0.8474936,0.0
-0.4470715,0.6037443,0.9162787,5.810155,1.0
0.12239237,0.0061663305,-0.9724631,5.1505804,0.0
0.5456532,0.7652824,-0.27022803,5.4999766,1.0
0.23079236,-0.8492375,-0.262352,10.577768,1.0
0.5774603,-0.36632776,0.1361973,12.102457,0.0
0.81863195,-0.8803816,-0.63142586,11.971735,1.0
-0.3406631,0.005933666,-0.7762114,30.0,0.0
0.21438742,0.13188928,-0.9864719,17.758028,0.0
0.23488341,0.82424575,0.58104825,1.0426302,1.0
-0.6086497,-0.2353651,-0.8922526,21.699533,0.0
-0.09670319,0.96400946,-0.7521146,10.87954,0.0
-0.7612382,0.4770461,0.17460726,5.241533,1.0
0.7999304,-0.16649292,0.07170332,9.529722,0.0
-0.987583,-0.3987166,-0.12621365,3.4485767,0.0
0.662014,0.26745152,-0.12338024,5.126829,1.0
-0.69485444,0.13681923,0.056448556,8.152,1.0
0.90285754,-0.039281644,0.0051191268,3.2778656,1.0
0.3388435,0.5342333,0.41623074,3.475769,1.0
0.5937344,0.115521654,0.93167305,0.87297636,1.0
0.7581383,-0.4947685,-0.3039824,16.573553,1.0
-0.63482255,0.8035921,0.4130563,1.180482,1.0
0.19830956,-0.41774952,-0.6972095,15.631136,0.0
-0.32965067,0.31510356,-0.85331494,21.173061,0.0
0.80129725,0.95448285,0.11378936,1.1958371,1.0
0.52320784,0.8288062,0.31724557,4.4222903,1.0
0.637407,0.09024433,-0.09749189,13.17458,1.0
0.7811144,0.94652957,0.18682265,0.9112403,1.0
-0.56873184,0.4698904,-0.2687618,10.952252,1.0
0.6032052,0.5654712,0.40271077,1.924416,1.0
-0.26070026,0.20866801,-0.7937911,4.660953,0.0
0.4495799,0.43335578,-0.91784286,3.6478214,1.0
0.8438067,0.74655217,-0.29650635,0.81227833,0.0
0.2602662,-0.28434607,-0.57436013,1.3775005,0.0
0.30167815,0.51137227,0.86420244,0.5124372,1.0
0.6553987,0.80227906,-0.14539243,4.6822495,1.0
-0.99562114,-0.9160695,-0.71642524,21.657757,1.0
-0.883216,0.24264972,-0.9546391,12.986276,0.0
0.31774697,-0.6334673,0.59482265,9.160574,1.0
0.71295494,0.45559204,0.38469028,0.34693098,1.0
-0.055298124,0.7137459,0.32948667,5.031603,1.0
-0.9379008,0.15367968,0.70050347,2.7536256,1.0
0.39940652,0.8031378,0.96738464,0.7688597,1.0
-0.42824465,0.9734944,-0.1363983,3.3449981,0.0
-0.66858315,0.001980916,0.98040813,3.7496462,1.0
-0.85860765,-0.68475384,-0.676884,29.212318,1.0
-0.43272585,0.07341205,0.54647744,4.9346724,1.0
0.7606872,0.2747829,0.7052045,0.26106232,1.0
0.77846014,-0.89546716,0.5663674,6.59175,1.0
0.99929917,-0.78286,-0.34523138,2.5323966,1.0
0.13827716,0.9064818,0.7707745,1.4650662,1.0
0.55857116,-0.9363839,0.92523706,4.94231,1.0
0.03927089,-0.584418,0.7501956,3.90803,0.0
-0.551697,-0.72268134,0.45047858,13.183127,0.0
0.935183,0.8600576,-0.6306403,2.1324787,1.0
0.24592432,-0.17407466,-0.2738776,30.0,0.0
-0.9267941,0.7362974,0.34565642,1.8015124,1.0
0.172958,-0.014264295,-0.025288241,11.030669,0.0
-0.4665186,0.2100222,0.50708747,7.540913,1.0
-0.45883155,0.044606566,-0.80334294,27.256445,0.0
0.42727336,0.7680812,0.13410884,3.140334,1.0
0.9889632,-0.6425205,-0.9755998,4.9549,1.0
-0.086003035,0.8635039,0.6920494,1.7131046,1.0
-0.05334025,0.80511004,-0.5480089,6.2995625,0.0
-0.39169252,0.42998776,0.44818297,3.1355824,1.0
0.8615733,-0.3220062,-0.75983375,1.018373,1.0
0.032545418,0.39841413,-0.40271863,16.730825,0.0
0.7232192,0.8116144,0.5371665,1.1958277,1.0
-0.4775367,0.87691116,0.8772849,1.1073804,0.0
0.4900891,0.8214701,-0.5255506,4.6021705,1.0
-0.010065296,0.6197567,0.9091316,2.5762665,1.0
-0.14958164,-0.7222131,-0.5676274,23.25447,1.0
-0.63861966,0.2618497,0.10248407,4.896934,1.0
-0.483407,0.8316156,0.06471638,2.660543,1.0
0.115928836,-0.35445547,-0.32273844,24.843485,0.0
-0.3353969,0.9576364,-0.59356964,11.868414,0.0
0.33405212,0.14956853,-0.89604944,14.046585,1.0
0.08567621,-0.5841018,-0.81781965,12.755386,0.0
0.7397114,-0.94526047,0.93724906,3.742635,1.0
-0.3450002,-0.17944409,-0.7289116,26.925684,1.0
-0.7458674,-0.17203204,0.23488747,4.584758,1.0
-0.7354662,0.94896245,-0.6387298,4.565807,0.0
0.5206998,-0.03567637,0.5361577,7.495711,1.0
0.40667415,-0.8679182,0.33802283,4.0668736,1.0
-0.46486327,0.865654,0.6522901,2.0752206,1.0
-0.9202327,0.66864365,-0.7658843,7.3711658,1.0
0.046204627,0.74611694,-0.92258435,5.7103024,0.0
-0.8736562,-0.9355518,-0.51513827,21.022825,0.0
0.8531309,0.87052584,0.6208538,0.87715596,1.0
0.9346845,-0.86492157,-0.36482787,12.11555,1.0
0.6575013,0.42622086,-0.32903954,2.9101853,1.0
-0.6646106,0.5293796,-0.28136986,20.177567,1.0
-0.82399046,0.4591352,0.76209986,2.7368002,1.0
-0.91747224,-0.6502645,-0.15980516,1.6563057,0.0
-0.31878683,-0.91046214,-0.77421737,3.9401584,0.0
0.7322313,-0.7377603,-0.6135611,11.917936,1.0
-0.1250145,0.94185066,0.5477219,1.8192384,1.0
-0.73644704,0.85435975,0.65559316,3.4697285,1.0
-0.81454134,0.77397925,-0.6636981,8.781982,1.0
-0.27422678,0.30856377,0.2096439,17.691683,1.0
-0.21001425,-0.2507892,-0.87385446,10.837738,0.0
-0.6112637,0.72574157,-0.9425561,20.437618,1.0
0.80425763,-0.5269082,-0.74283147,11.0899105,0.0
